Starting Comprehensive Audit...
runnerType,b,segment,inferred_ability,PB_5k_shift,LT_profile,recent_perf,recent_age,pred_5k,pred_10k,pred_half,pred_marathon,start_vdot,fc_4w,fc_8w,fc_16w,diff_5k_PB,diff_mar_PB,notes
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Aligned,2,19:34,40:47,1:29:20,3:04:46,51.41,0.82,0.99,1.16,10.2,614.5,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Aligned,6,19:32,40:52,1:29:44,3:05:32,51.15,0.82,0.98,1.15,8.5,660.8,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Aligned,10,19:31,41:03,1:30:23,3:06:47,50.72,0.81,0.97,1.14,7.2,735.2,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Over,2,19:21,40:22,1:28:30,3:03:21,51.96,0.83,1,1.17,-2.6,529.8,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Over,6,19:25,40:39,1:29:17,3:04:47,51.44,0.82,0.99,1.16,1.6,615.4,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Over,10,19:30,41:01,1:30:18,3:06:39,50.77,0.81,0.97,1.14,6.1,727.7,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,None,N/A,19:30,40:58,1:30:45,3:07:30,50.49,0.81,0.97,1.14,6.3,778.9,
Endurance,1.03,intermediate,intermediate,-3%,Strong,Under,2,19:31,40:35,1:28:44,3:02:30,51.81,0.83,0.99,1.17,7.2,478.4,
Endurance,1.03,intermediate,advanced,-3%,Strong,Under,6,19:19,40:21,1:28:27,3:02:08,52,0.8,0.87,0.95,-4.7,456.1,
Endurance,1.03,intermediate,advanced,-3%,Strong,Under,10,19:06,40:09,1:28:20,3:02:04,52.08,0.8,0.87,0.95,-17.3,452.6,
Endurance,1.03,intermediate,advanced,-3%,Strong,Aligned,2,19:17,40:08,1:27:49,3:00:57,52.43,0.81,0.88,0.96,-6.8,385.6,
Endurance,1.03,intermediate,advanced,-3%,Strong,Aligned,6,19:11,40:06,1:27:58,3:01:18,52.33,0.81,0.88,0.95,-12.2,406.4,
Endurance,1.03,intermediate,advanced,-3%,Strong,Aligned,10,19:05,40:07,1:28:16,3:01:56,52.13,0.8,0.87,0.95,-18.6,444.4,
Endurance,1.03,intermediate,advanced,-3%,Strong,Over,2,19:04,39:43,1:26:59,2:59:33,53.01,0.82,0.89,0.97,-19.6,300.9,
Endurance,1.03,intermediate,advanced,-3%,Strong,Over,6,19:04,39:53,1:27:31,3:00:33,52.64,0.81,0.88,0.96,-19,361.1,
Endurance,1.03,intermediate,advanced,-3%,Strong,Over,10,19:04,40:05,1:28:11,3:01:49,52.18,0.8,0.87,0.95,-19.7,437,
Endurance,1.03,intermediate,intermediate,-3%,Strong,None,N/A,19:05,40:05,1:28:27,3:02:21,52,0.83,1,1.17,-18,469.4,
Endurance,1.03,intermediate,advanced,-3%,None,Under,2,20:01,40:52,1:28:12,3:00:43,52.18,0.8,0.87,0.95,37.2,371.9,
Endurance,1.03,intermediate,advanced,-3%,None,Under,6,19:48,40:26,1:27:15,2:58:42,52.83,0.81,0.88,0.96,24.4,250.2,
Endurance,1.03,intermediate,advanced,-3%,None,Under,10,19:29,39:49,1:25:54,2:55:37,53.79,0.83,0.9,0.98,5.9,65.1,
Endurance,1.03,intermediate,advanced,-3%,None,Aligned,2,19:34,39:59,1:26:16,2:56:21,53.53,0.83,0.9,0.98,10.9,109.1,
Endurance,1.03,intermediate,advanced,-3%,None,Aligned,6,19:31,39:51,1:25:59,2:55:45,53.73,0.83,0.9,0.98,7.2,73.4,
Endurance,1.03,intermediate,advanced,-3%,None,Aligned,10,19:25,39:40,1:25:35,2:54:51,54.01,0.83,0.9,0.98,1.7,19.1,
Endurance,1.03,intermediate,advanced,-3%,None,Over,2,19:10,39:10,1:24:30,2:52:21,54.82,0.85,0.92,1,-13.1,-130.9,
Endurance,1.03,intermediate,advanced,-3%,None,Over,6,19:15,39:19,1:24:50,2:53:04,54.57,0.84,0.91,0.99,-8.6,-88.1,
Endurance,1.03,intermediate,advanced,-3%,None,Over,10,19:21,39:32,1:25:18,2:54:09,54.22,0.84,0.91,0.99,-2.1,-22.9,
Endurance,1.03,intermediate,advanced,-3%,None,None,N/A,19:24,39:36,1:25:28,2:54:32,54.11,0.83,0.91,0.99,0,0,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Under,2,19:40,41:01,1:29:54,3:06:16,51.04,0.82,0.98,1.15,40.8,920.8,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Under,6,19:36,41:02,1:30:07,3:06:45,50.89,0.82,0.98,1.15,36.2,949.1,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Under,10,19:33,41:10,1:30:42,3:07:53,50.51,0.81,0.97,1.14,33.9,1017.6,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Aligned,2,19:27,40:36,1:29:02,3:04:48,51.61,0.83,0.99,1.16,27.4,832,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Aligned,6,19:29,40:48,1:29:39,3:05:57,51.2,0.82,0.98,1.15,29,901.6,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Aligned,10,19:32,41:08,1:30:38,3:07:45,50.56,0.81,0.97,1.14,32.7,1009.7,
Endurance,1.03,intermediate,advanced,-5%,Weak,Over,2,19:15,40:12,1:28:14,3:03:27,52.15,0.8,0.87,0.95,15.2,751.4,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Over,6,19:22,40:35,1:29:14,3:05:14,51.48,0.83,0.99,1.16,22.5,858.5,
Endurance,1.03,intermediate,intermediate,-5%,Weak,Over,10,19:31,41:06,1:30:34,3:07:38,50.61,0.81,0.97,1.14,31.6,1002.6,
Endurance,1.03,intermediate,intermediate,-5%,Weak,None,N/A,19:30,41:01,1:31:10,3:08:47,50.22,0.81,0.96,1.13,30.4,1071,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Under,2,19:24,40:24,1:28:26,3:02:36,52.01,0.8,0.87,0.95,24.3,700.1,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Under,6,19:16,40:17,1:28:25,3:02:40,52.03,0.8,0.87,0.95,16.3,703.9,
Endurance,1.03,intermediate,intermediate,-5%,Aligned,Under,10,19:09,40:16,1:28:40,3:03:13,51.86,0.83,1,1.17,9.1,737.2,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Aligned,2,19:10,39:58,1:27:34,3:01:07,52.61,0.81,0.88,0.96,10.9,611.4,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Aligned,6,19:09,40:04,1:27:57,3:01:52,52.34,0.81,0.88,0.95,9.1,656.4,
Endurance,1.03,intermediate,intermediate,-5%,Aligned,Aligned,10,19:07,40:14,1:28:35,3:03:05,51.91,0.83,1,1.17,7.9,729.4,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Over,2,18:58,39:35,1:26:46,2:59:46,53.16,0.82,0.89,0.97,-1.3,530.7,
Endurance,1.03,intermediate,advanced,-5%,Aligned,Over,6,19:02,39:51,1:27:32,3:01:09,52.64,0.81,0.88,0.96,2.6,613.2,
Endurance,1.03,intermediate,intermediate,-5%,Aligned,Over,10,19:06,40:12,1:28:31,3:02:58,51.96,0.83,1,1.17,6.8,722.2,
Endurance,1.03,intermediate,intermediate,-5%,Aligned,None,N/A,19:06,40:09,1:28:57,3:03:48,51.67,0.83,0.99,1.16,6.9,772.6,
Endurance,1.03,intermediate,advanced,-5%,Strong,Under,2,19:08,39:47,1:27:00,2:59:01,53,0.82,0.89,0.97,8.3,484.9,
Endurance,1.03,intermediate,advanced,-5%,Strong,Under,6,18:56,39:34,1:26:45,2:58:40,53.18,0.82,0.89,0.97,-3.1,464.7,
Endurance,1.03,intermediate,advanced,-5%,Strong,Under,10,18:44,39:23,1:26:40,2:58:39,53.24,0.82,0.89,0.97,-15.1,463.7,
Endurance,1.03,intermediate,advanced,-5%,Strong,Aligned,2,18:54,39:22,1:26:08,2:57:32,53.62,0.83,0.9,0.98,-5.1,396.1,
Endurance,1.03,intermediate,advanced,-5%,Strong,Aligned,6,18:49,39:20,1:26:17,2:57:53,53.51,0.83,0.9,0.98,-10.3,417.2,
Endurance,1.03,intermediate,advanced,-5%,Strong,Aligned,10,18:43,39:21,1:26:36,2:58:32,53.29,0.82,0.89,0.97,-16.3,455.9,
Endurance,1.03,intermediate,advanced,-5%,Strong,Over,2,18:42,38:58,1:25:21,2:56:11,54.19,0.84,0.91,0.99,-17.3,315.4,
Endurance,1.03,intermediate,advanced,-5%,Strong,Over,6,18:43,39:08,1:25:52,2:57:10,53.81,0.83,0.9,0.98,-16.8,374,
Endurance,1.03,intermediate,advanced,-5%,Strong,Over,10,18:42,39:19,1:26:31,2:58:24,53.34,0.82,0.89,0.97,-17.4,448.8,
Endurance,1.03,intermediate,advanced,-5%,Strong,None,N/A,18:44,39:19,1:26:47,2:58:57,53.15,0.82,0.89,0.97,-16,481.5,
Endurance,1.03,intermediate,advanced,-5%,None,Under,2,19:36,40:02,1:26:23,2:57:01,53.44,0.82,0.89,0.97,36.5,364.9,
Endurance,1.03,intermediate,advanced,-5%,None,Under,6,19:23,39:36,1:25:27,2:55:01,54.11,0.83,0.91,0.99,23.9,245.4,
Endurance,1.03,intermediate,advanced,-5%,None,Under,10,19:05,38:59,1:24:08,2:52:00,55.1,0.85,0.92,1,5.8,63.9,
Endurance,1.03,intermediate,advanced,-5%,None,Aligned,2,19:11,39:11,1:24:32,2:52:49,54.79,0.85,0.92,1,11.3,113.4,
Endurance,1.03,intermediate,advanced,-5%,None,Aligned,6,19:07,39:03,1:24:15,2:52:12,55.01,0.85,0.92,1,7.4,76.3,
Endurance,1.03,intermediate,advanced,-5%,None,Aligned,10,19:01,38:51,1:23:50,2:51:16,55.32,0.85,0.93,1.01,1.8,19.9,
Endurance,1.03,intermediate,advanced,-5%,None,Over,2,18:48,38:24,1:22:51,2:49:01,56.08,0.86,0.94,1.02,-11.5,-115.1,
Endurance,1.03,intermediate,advanced,-5%,None,Over,6,18:52,38:32,1:23:09,2:49:38,55.85,0.86,0.94,1.02,-7.6,-77.4,
Endurance,1.03,intermediate,advanced,-5%,None,Over,10,18:58,38:44,1:23:34,2:50:36,55.53,0.86,0.93,1.01,-1.8,-20.1,
Endurance,1.03,intermediate,advanced,-5%,None,None,N/A,19:00,38:47,1:23:42,2:50:56,55.42,0.85,0.93,1.01,0,0,
Balanced,1.09,total_beginner,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0,0,0,-11.2,-294.9,Segment Sweep
Balanced,1.09,beginner,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0,0,0,-11.2,-294.9,Segment Sweep
Balanced,1.09,novice,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0,0,0,-11.2,-294.9,Segment Sweep
Balanced,1.09,intermediate,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0.78,0.95,1.13,-11.2,-294.9,Segment Sweep
Balanced,1.09,advanced,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0.79,0.97,1.15,-11.2,-294.9,Segment Sweep
Balanced,1.09,competitive,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0.79,0.97,1.15,-11.2,-294.9,Segment Sweep
Balanced,1.09,returning,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0.79,0.99,1.2,-11.2,-294.9,Segment Sweep
Balanced,1.09,hybrid,intermediate,0% (Fixed),Aligned (Fixed),Aligned (Fixed),6,19:48,42:07,1:33:52,3:19:34,48.55,0.79,0.98,1.17,-11.2,-294.9,Segment Sweep
